"name","itemId","price","currentPrice","brandName","sellerName","ratingScore","itemSold","location","image","itemUrl"
"Universal 360° Car Mobile Phone Holder for Rearview Mirror – Premium Quality, Long Neck Support, 360° Rotation for Optimal Viewing",481558746,649,"Rs. 649","No Brand","ECIFY",4.68,1,"Sindh","https://static-01.daraz.pk/p/c9ef8827f29611fa9146fd87dbf4f28b.jpg","https://www.daraz.pk/products/universal-360-car-mobile-phone-holder-for-rearview-mirror-premium-quality-long-neck-support-360-rotation-for-optimal-viewing-i481558746.html"
"Bike Mobile Phone Holder Stand Mount Bicycle Motorcycle Holder Universal 360 Rotation Bike Phone Suppor",359278914,529,"Rs. 529","No Brand","Accessriologist",4.62,430,"Punjab","https://static-01.daraz.pk/p/b0ff2b218e7eb2b5bb08be44b191fa2c.jpg","https://www.daraz.pk/products/360-i359278914.html"
"USB Type C Vooc Cable 5A Super Fast Charging Cord for OPPO R17 Reno4 Ace2 Find X3 X2 Reno 6 Pro 5G 5 4 3 F19 Mobile Phone Accessories Data Wire Type C Cable Charger USB Cable 65W Vooc Data Cable Fast Charging - Quick Dazar",430328079,329,"Rs. 329","No Brand","Quick Dazar",4.49,328,"Punjab","https://static-01.daraz.pk/p/353da25123240c32f6120b52c87afc57.jpg","https://www.daraz.pk/products/usb-c-vooc-5a-r17-4-ace2-x3-x2-6-5g-5-4-3-f19-c-usb-65-vooc-i430328079.html"
"26CM/36CM Selfie LED Ring Light with 7ft Tripod Stand Mobile Phone Holder 26 CM ringlight 7 feet tripod stand 3 Modes RingLight Vlogging Light Mobile Phone Photography Light by huzaifa tech",925354808,735.37,"Rs. 735","No Brand","Huzaifa Tech",4.9,69,"Sindh","https://static-01.daraz.pk/p/219ae49ac82e0e15816e0038dca67cfd.png","https://www.daraz.pk/products/26-36-led-7-26-7-3-i925354808.html"
"Magsafe Cover For Iphon 17 Pro Max 16 Pro Max 15 Pro Max 14 Pro max 13 Pro Max 12 Pro Max 11 Pro Max Transparent Bumper Jelly Cover For Iphon Magsafe Cover For Samsung Galaxy S25 Ultra S24 Ultra S23 Ultra S22 Ultra S21 Ultra Cover For 15 Pro Max 14 Pro",106726212,128.57,"Rs. 129","No Brand","Every Season",4.59,2,"Sindh","https://static-01.daraz.pk/p/ea15d7c7a6018cdcf995155b27af7847.png","https://www.daraz.pk/products/17-16-15-14-13-12-11-25-24-23-22-21-i106726212.html"
"Mobile Stand Clip Holder Mobile Clip Phone Clip Stand For Tripod 1 Pc",224563772,140,"Rs. 140","No Brand","Abid Hussain",4.79,176,"Sindh","https://static-01.daraz.pk/p/ed012af26a0d42c41056b059da524632.jpg","https://www.daraz.pk/products/1-i224563772.html"
"Portable Lightweight Mobile Smart Phone Tripod for TikTok and YouTube - Black: Enhance Your Content Creation with Stability and Style",524058916,416.67,"Rs. 417","No Brand","Nadaan Mall",4.7,128,"Sindh","https://static-01.daraz.pk/p/80b6eb1b048f73739312b36504fd0d0c.png","https://www.daraz.pk/products/portable-lightweight-mobile-smart-phone-tripod-for-tiktok-and-youtube-black-enhance-your-content-creation-with-stability-and-style-i524058916.html"
"Breathable wasp feeler Sweat-proof Touch Screen Thumbs Finger Sleeve for Pubg Mobile Phone Game Gaming carbon fiber sleeves",647323293,273,"Rs. 273","No Brand","LAZA",4.54,180,"Khyber Pakhtunkhwa","https://static-01.daraz.pk/p/566414a39bb9a5d5061f1ebcabb1bb2b.jpg","https://www.daraz.pk/products/pubg-2-i647323293.html"
"Ring Light with Stand & Mobile Phone Holder 26 CM ring light with Best Quality 7ft tripod Stand for videos Photography Tiktok Light youtube Light 26cm Ringlight 7feet Tripod Stand",479065658,1480,"Rs. 1,480","No Brand","FS Trader",4.79,343,"Sindh","https://static-01.daraz.pk/p/827c0ce7c4a21793f6896de18e09fa3b.jpg","https://www.daraz.pk/products/26-led-7-26-7-26-7-i479065658.html"
"Samsung Galaxy S22 ,S23 ,S24 Ultra - Premium Liquid Silicone Silky Soft Gel Rubber Shockproof Back Cover Case For Back Cover For Samsung Galaxy S22,S23,S24 Ultra",665089878,549,"Rs. 549","No Brand","M.SStore",4.45,174,"Punjab","https://pk-live-21.slatic.net/kf/S137f8e4bbcf44010a0412e20875f5cd78.jpg","https://www.daraz.pk/products/s22-i665089878.html"
"1 Universal Car Magnetic Phone Holder with Metal Magnet Plate, Ring, Wireless Charger Support, Iron Sheet Sticker for All Smartphones",911221803,180,"Rs. 180","No Brand","ASIYA AURA",4.51,726,"Khyber Pakhtunkhwa","https://static-01.daraz.pk/p/15bdcc7c1aafc59b22b28ec6588f52ec.jpg","https://www.daraz.pk/products/1-i911221803.html"
"Phone Diamond Glitter Case - Sparkling Protective Cover for IPH 11, 11 Pro, 11 Pro Max , 12, 12 Mini, 12 Pro, 12 Pro Max, 13, 13 Mini, 13 Pro, 13 Pro Max, 14, 14 Pro, 14 Pro Max, 15, 15 Pro, 15 Pro Max 16 , 16 PRO , 16  pro max",602996971,499,"Rs. 499","No Brand","Techoye",4.8,293,"Sindh","https://static-01.daraz.pk/p/274aab461e2de1f5aa1c23fa5bb9ea49.jpg","https://www.daraz.pk/products/11-11-11-12-12-12-12-13-13-13-13-14-14-14-15-15-15-16-16-16-16-i602996971.html"
"Mobile Phone Stand For Phone Retractable Holder Desk Table Clip Bracket Table Cell Phone Support Holder Mount For Live Broadcas",522716608,395.9,"Rs. 396","No Brand","Nadaan Mall",4.88,230,"Sindh","https://pk-live-21.slatic.net/kf/Sb7689091edd046658f343392b9ad80ddD.jpg","https://www.daraz.pk/products/-i522716608.html"
