"title","price","currency","originalPrice","isOnSale","rating","reviewCount","favorites","freeShipping","shopName","shopSales","yearsOnEtsy","starSeller","category","isAd","shopId","listingId","url","image/@context","image/@type","image/author","image/contentURL","image/description","image/thumbnail"
"Victorian Wedding Band | Floral Bridal Ring | Antique carved ring | Vintage style","237.44","USD","263.82","true","4.9","657","14944",,"emmasfinejewelry","2000","9","true","Jewelry < Rings < Wedding & Engagement < Wedding Bands",,,"944898510","https://www.etsy.com/listing/944898510/victorian-wedding-band-floral-bridal","https://schema.org","ImageObject","emmasfinejewelry","https://i.etsystatic.com/13339427/r/il/895fa0/6126694860/il_fullxfull.6126694860_o5n3.jpg","Victorian Style Engagement Band","https://i.etsystatic.com/13339427/c/2353/1869/222/528/il/895fa0/6126694860/il_340x270.6126694860_o5n3.jpg"
"New Yorker August 1964 Central Park Summer Print, Vintage Magazine Cover Wall Art, NYC Retro Poster, New York City Home Decor Gift","16.91","USD","24.16","true","5","8","245",,"HopeWallStudio","236",,"true","Home & Living < Home Decor < Wall Decor",,,"4499135313","https://www.etsy.com/listing/4499135313/new-yorker-august-1964-central-park","https://schema.org","ImageObject","HopeWallStudio","https://i.etsystatic.com/64933216/r/il/97af7d/7981979098/il_fullxfull.7981979098_1l72.jpg","May include: Framed vintage New Yorker magazine cover from August 16, 1964, featuring a park scene with people relaxing on the grass. The artwork includes a lake, buildings, and the magazine&#039;s title.","https://i.etsystatic.com/64933216/r/il/97af7d/7981979098/il_340x270.7981979098_1l72.jpg"
"Vintage Insect Boxy Tee, Cute Bug Graphic Shirt, Nature Lover Tee, 90s Aesthetic Comfort Colors Shirt, Garden Style Gift","14.02","USD","28.04","true","4.9","56","178",,"LovelyteeusGoods","431",,"true","Clothing",,,"4517445411","https://www.etsy.com/listing/4517445411/vintage-insect-boxy-tee-cute-ladybug","https://schema.org","ImageObject","LovelyteeusGoods","https://i.etsystatic.com/65166177/r/il/2ab8c7/8154388182/il_fullxfull.8154388182_5roe.jpg",,"https://i.etsystatic.com/65166177/c/1834/1834/147/36/il/2ab8c7/8154388182/il_340x270.8154388182_5roe.jpg"
"Vintage Tulip Moissanite Engagement Ring Set Yellow Gold Engraved Ring Cluster Moissanite Ring Floral Ring Anniversary Gifts  For Her","933","USD","1555","true","4.9","3135","32",,"SzekiStudio","14500","9","true","Jewelry < Rings < Wedding & Engagement < Engagement Rings",,,"4432936911","https://www.etsy.com/listing/4432936911/vintage-tulip-moissanite-engagement-ring","https://schema.org","ImageObject","SzekiStudio","https://i.etsystatic.com/15408855/r/il/13914f/7599955233/il_fullxfull.7599955233_s66o.jpg","May include: A gold engagement ring set with a large, clear gemstone and smaller accent stones. The band features intricate floral and scrollwork designs. A matching curved band with multiple small gemstones is also present. The word &quot;Szeki&quot; is visible.","https://i.etsystatic.com/15408855/c/854/854/70/72/il/13914f/7599955233/il_340x270.7599955233_s66o.jpg"
"1.5ct IGI Certified Oval Lab diamond engagement ring set cluster moissanite ring 14k Rose gold Moss agate ring wedding bridal promise gifts","363.6","USD","606","true","4.9","147","55",,"ShineGraceUS","606","2","true","Jewelry < Rings < Wedding & Engagement < Engagement Rings",,,"1820275757","https://www.etsy.com/listing/1820275757/oval-lab-grown-diamond-engagement-ring","https://schema.org","ImageObject","ShineGraceUS","https://i.etsystatic.com/52990897/r/il/57cfc0/6401662566/il_fullxfull.6401662566_4vw6.jpg","May include: A set of two rose gold engagement rings. The main ring features a large oval-shaped diamond with smaller diamonds on the band. The second ring is a delicate, leaf-shaped band with green gemstones.","https://i.etsystatic.com/52990897/r/il/57cfc0/6401662566/il_340x270.6401662566_4vw6.jpg"
"Antique Vintage Art Deco Style Oval Engagement Ring with Diamond Basket, Infinity Milgrain Wedding Ring for Her, Handmade by Diamondrensu","1008","USD","1440","true","4.9","1833","691",,"DiamondrensuLabgrown","6000","4","true","Jewelry < Rings < Wedding & Engagement < Engagement Rings",,,"1891117844","https://www.etsy.com/listing/1891117844/antique-vintage-art-deco-style-oval","https://schema.org","ImageObject","DiamondrensuLabgrown","https://i.etsystatic.com/30688662/r/il/f2c098/7950215722/il_fullxfull.7950215722_g34j.jpg","Vintage diamond engagement ring with intricate handmade details.","https://i.etsystatic.com/30688662/c/1665/1665/189/189/il/f2c098/7950215722/il_340x270.7950215722_g34j.jpg"
"Vintage Style Antique Women&#39;s Ring Set, Marquise With Round Cut Moissanite Diamond Engagement Ring Set, Edwardian Ring Set, Gift For Her","143.18","USD","213.71","true","4.6","1237","633",,"ReminiscenceJewel","3600","4","true","Jewelry < Rings < Wedding & Engagement < Engagement Rings",,,"1619041377","https://www.etsy.com/listing/1619041377/vintage-style-antique-womens-ring-set","https://schema.org","ImageObject","ReminiscenceJewel","https://i.etsystatic.com/31882117/r/il/f3ae89/5586525439/il_fullxfull.5586525439_3bfr.jpg","May include: A silver engagement ring set with a marquise-shaped center stone and a matching wedding band. Both rings are adorned with smaller diamonds.","https://i.etsystatic.com/31882117/r/il/f3ae89/5586525439/il_340x270.5586525439_3bfr.jpg"
"Vintage 90’s Fornasetti Celestial Moon and Sun Art","65","USD",,"false","5","36","6",,"SunnygirlvintageShop","129",,"true","Home & Living < Home Decor < Wall Decor < Wall Hangings",,,"4524316675","https://www.etsy.com/listing/4524316675/vintage-90s-fornasetti-celestial-moon","https://schema.org","ImageObject","SunnygirlvintageShop","https://i.etsystatic.com/60867659/r/il/222436/8201597199/il_fullxfull.8201597199_aimn.jpg",,"https://i.etsystatic.com/60867659/r/il/222436/8201597199/il_340x270.8201597199_aimn.jpg"
"10 Out of 10 Print, Motivational Black and White Wall Art, Vintage Ballroom Judging Print, Photography Prints, Museum Quality Photo Print","8.99","USD","11.24","true","4.8","1334","1120",,"ALLBLACKPRINTS","21300","5","true","Art & Collectibles < Prints < Giclée",,,"4499069482","https://www.etsy.com/listing/4499069482/10-out-of-10-print-motivational-black","https://schema.org","ImageObject","ALLBLACKPRINTS","https://i.etsystatic.com/45554638/r/il/5514f1/7981439906/il_fullxfull.7981439906_srun.jpg","May include: Black and white photograph of a group of people holding up signs with the number 10. The signs are white with black numbers. The image is framed in a black border.","https://i.etsystatic.com/45554638/r/il/5514f1/7981439906/il_340x270.7981439906_srun.jpg"
"I’m Single Embroidered Baseball Hat, Funny Breakup Gift, Vintage Dad Cap, Single Life Hat, Sarcastic Quote Cap, Funny Gift","11.9","USD","23.8","true","4.4","1142","15",,"SparseArtPrints","6700","5","true","Accessories < Hats & Head Coverings < Hats & Caps",,,"4481171113","https://www.etsy.com/listing/4481171113/im-single-embroidered-baseball-hat-funny","https://schema.org","ImageObject","SparseArtPrints","https://i.etsystatic.com/44612097/r/il/58e143/7913738927/il_fullxfull.7913738927_mwb5.jpg","May include: A beige baseball cap with the embroidered text &quot;I&#039;m single&quot; in black. The cap has a curved brim and a rounded crown. The hat is sitting on a reddish-brown surface.","https://i.etsystatic.com/44612097/c/701/701/165/198/il/58e143/7913738927/il_340x270.7913738927_mwb5.jpg"
"Vintage Seiko Slim Tank Quartz Japan Men&#39;s Wrist Watch Pink Roman Dial Gift for him for her 400-10","42.6","USD","71","true","5","18","10",,"MmglobalCreations","103",,"true","Jewelry < Watches < Wrist Watches < Men's Wrist Watches",,,"4486550747","https://www.etsy.com/listing/4486550747/vintage-seiko-slim-tank-quartz-japan","https://schema.org","ImageObject","MmglobalCreations","https://i.etsystatic.com/64470655/r/il/3fc77e/7898840702/il_fullxfull.7898840702_er5b.jpg",,"https://i.etsystatic.com/64470655/r/il/3fc77e/7898840702/il_340x270.7898840702_er5b.jpg"
"Vintage Oval Green Sapphire Engagement Ring Yellow Gold Lotus Floral Ring Engraved Ring Natural Inspired Branch Ring Promise Ring For Her","576","USD","960","true","4.9","3135","96",,"SzekiStudio","14500","9","true","Jewelry < Rings < Wedding & Engagement < Engagement Rings",,,"4493892968","https://www.etsy.com/listing/4493892968/vintage-oval-green-sapphire-engagement","https://schema.org","ImageObject","SzekiStudio","https://i.etsystatic.com/15408855/r/il/487e8c/8166062513/il_fullxfull.8166062513_8jao.jpg","May include: A gold-colored ring with an oval, green gemstone. The ring features intricate filigree detailing along the band and around the gemstone setting. Small, clear accent stones are set around the main stone. The ring is displayed on a dark, textured surface.","https://i.etsystatic.com/15408855/c/775/775/109/111/il/487e8c/8166062513/il_340x270.8166062513_8jao.jpg"
"Vintage 18k Gold Sapphire & Black Star Sapphire Dome Ring | Size 8","2099","USD",,"false","5","56","23",,"jewelrycurator","169",,"true","Jewelry < Rings < Multi-Stone Rings",,,"4435659439","https://www.etsy.com/listing/4435659439/rare-find-18k-gold-sapphire-black-star","https://schema.org","ImageObject","jewelrycurator","https://i.etsystatic.com/61129207/r/il/ec4034/7567864882/il_fullxfull.7567864882_c8v8.jpg","May include: A vintage gold-toned ring with a cluster of dark blue and clear gemstones. The ring has an intricate, floral-like design, with the gemstones set in a circular pattern. The ring is held in a hand against a blurred background.","https://i.etsystatic.com/61129207/r/il/ec4034/7567864882/il_340x270.7567864882_c8v8.jpg"
"Emerald Cut Moissanite Ring Set 3Pcs Art Deco Vintage Engagement Bridal Set Cluster Wedding Ring Moissanite Bridal Anniversary Gift FD187","402","USD","804","true","4.8","1690","875",,"FancyDiamondJewels","6900","11","true","Jewelry < Rings < Wedding & Engagement < Engagement Rings",,,"1729531556","https://www.etsy.com/listing/1729531556/3pcs-emerald-cut-moissanite-engagement","https://schema.org","ImageObject","FancyDiamondJewels","https://i.etsystatic.com/9472707/r/il/0e2559/7981742656/il_fullxfull.7981742656_e8dz.jpg","May include: Three gold rings with diamond accents. The center ring features an emerald-cut diamond surrounded by smaller diamonds. The other two rings have diamond bands. The rings are held up by a person&#039;s fingers.","https://i.etsystatic.com/9472707/c/1500/1500/750/733/il/0e2559/7981742656/il_340x270.7981742656_e8dz.jpg"
"2x24 Rug,2x24 Vintage Rug,Narrow Longe Runner, Entryway Rug,Corridor Rug,Stair Runner,Longe Runner,Patchwork Runner,2.0x24.2 ft,Tax Free USA","337.5","USD","750","true","4.9","221","11",,"turkishrugsT","804","3","true","Home & Living < Floor & Rugs < Rugs",,,"4523091418","https://www.etsy.com/listing/4523091418/2x24-rug2x24-vintage-rugnarrow-longe","https://schema.org","ImageObject","turkishrugsT","https://i.etsystatic.com/40982820/r/il/8fb93c/8192835035/il_fullxfull.8192835035_pmmb.jpg","May include: A long, narrow runner rug featuring a repeating geometric and floral pattern in shades of teal, mustard yellow, and dark brown. The rug has a decorative border and is partially folded at one end, displaying its woven texture and edges.","https://i.etsystatic.com/40982820/r/il/8fb93c/8192835035/il_340x270.8192835035_pmmb.jpg"
"250th America Anniversary Comfort Colors Shirt, Retro US 250 Years Back Print, Independence Day, Patriotic Tee with USA Flag Illustrated","18.36","USD","25.5","true","4.9","445","219",,"VVilaCo","1900","2","true","Clothing",,,"4486317334","https://www.etsy.com/listing/4486317334/250th-america-anniversary-comfort-colors","https://schema.org","ImageObject","VVilaCo","https://i.etsystatic.com/51013343/r/il/314b3a/8165318906/il_fullxfull.8165318906_6h6w.jpg","May include: An ivory t-shirt featuring a dark blue graphic print. The front displays an eagle with stars and the text 250 YEARS. The back features a large collage with an eagle, the Liberty Bell, the Statue of Liberty, and text 250TH ANNIVERSARY.","https://i.etsystatic.com/51013343/c/1563/1563/327/104/il/314b3a/8165318906/il_340x270.8165318906_6h6w.jpg"
"Stevie Nicks Shirt Vintage Concert Tee Retro Rock Music Graphic T-shirt 90s Bootleg Style Fleetwood Mac Fan Gift Unisex Apparel","17.09","USD","18.99","true","4.5","12","152",,"JOHNTEESHOPUSDesign","124",,"true","Clothing",,,"4518811444","https://www.etsy.com/listing/4518811444/stevie-nicks-shirt-vintage-concert-tee","https://schema.org","ImageObject","JOHNTEESHOPUSDesign","https://i.etsystatic.com/63683608/r/il/f3f992/8162488261/il_fullxfull.8162488261_ramx.jpg","May include: A charcoal gray short-sleeve t-shirt featuring a black and white graphic print of a woman with long wavy hair singing into a microphone. The shirt has a crew neckline and a vintage-style washed finish, paired with a gold-tone chain necklace.","https://i.etsystatic.com/63683608/r/il/f3f992/8162488261/il_340x270.8162488261_ramx.jpg"
"Comfort Colors® USA 250th Anniversary Shirt, USA Flag Vintage T-Shirt, USA Independence Day Tee, 4th of July Patriotic Gift American Apparel","15.39","USD","51.3","true","4.8","7218","69",,"SantafeTee","38200","3","true","Clothing",,,"4456037746","https://www.etsy.com/listing/4456037746/comfort-colors-usa-250th-anniversary","https://schema.org","ImageObject","SantafeTee","https://i.etsystatic.com/41321825/r/il/1c7da6/7746682935/il_fullxfull.7746682935_iq3l.jpg","May include: A white ceramic mug with a black handle and the text &quot;But First, Coffee&quot; in a bold, black font. The mug is set against a blurred background, suggesting a cozy setting.","https://i.etsystatic.com/41321825/r/il/1c7da6/7746682935/il_340x270.7746682935_iq3l.jpg"
"Vintage Engagement Ring Peacock Sapphire Engagement Ring Art Deco Hidden Halo Ring Prong Set Anniversary Unique Ring Hand Carved Filigree","1172.45","USD","2344.9","true","4.9","9394","1570",,"BravermanOren","27100","11","true","Jewelry < Rings < Wedding & Engagement < Engagement Rings",,,"1617353387","https://www.etsy.com/listing/1617353387/vintage-engagement-ring-peacock-sapphire","https://schema.org","ImageObject","BravermanOren","https://i.etsystatic.com/9792770/r/il/968703/5579433709/il_fullxfull.5579433709_43ht.jpg","May include: A delicate rose gold ring with an intricate engraved band and a round, dark green gemstone.","https://i.etsystatic.com/9792770/c/1282/1018/267/605/il/968703/5579433709/il_340x270.5579433709_43ht.jpg"
"Daddy Hat, Vintage Washed Hat, Father&#39;s Day Gift for Dad","19.63","USD","26.17","true","5","21","272",,"Inkambu","765","3","true","Accessories < Hats & Head Coverings < Hats & Caps",,,"1724345043","https://www.etsy.com/listing/1724345043/daddy-hat-embroidered-vintage-washed-dad","https://schema.org","ImageObject","Inkambu","https://i.etsystatic.com/42485491/r/il/b0e62e/7703931766/il_fullxfull.7703931766_dt2e.jpg","May include: A dark gray baseball cap with the word &quot;DADDY&quot; embroidered in white on the front. The cap has a curved brim and a classic six-panel design. The hat is made of a soft, worn-in fabric.","https://i.etsystatic.com/42485491/r/il/b0e62e/7703931766/il_340x270.7703931766_dt2e.jpg"
"Vintage White Topaz Engagement Ring, Unique Solid Gold Diamond Ring, Moissanite Proposal Ring, Dainty Ring, Bridal Gold Ring, Statement Ring","430.5","USD","861","true","4.9","291","2969",,"TaliJewelryShop","663","3","true","Jewelry < Rings < Wedding & Engagement < Engagement Rings",,,"1386556641","https://www.etsy.com/listing/1386556641/vintage-white-topaz-engagement-ring","https://schema.org","ImageObject","TaliJewelryShop","https://i.etsystatic.com/37618547/r/il/0c01eb/4538764769/il_fullxfull.4538764769_ricf.jpg","Vintage White Topaz Diamond Solid Gold Ring Front View. Vintage White Topaz Engagement Ring, Unique Solid Gold Diamond Ring, Moissanite Proposal Ring, Dainty Ring, Bridal Gold Ring, Statement Ring, Tali Jewelry Rings","https://i.etsystatic.com/37618547/c/1416/1126/793/520/il/0c01eb/4538764769/il_340x270.4538764769_ricf.jpg"
"4x16, Costom size Hand-Knotted Oushak Wool Runner Rug: Brown Vintage Turkish Style, 3x20","163.35","USD","495","true","5","2","25",,"BohoDecorfloorRugs","19",,"true","Home & Living < Floor & Rugs < Rugs",,,"4494366219","https://www.etsy.com/listing/4494366219/4x16-costom-size-hand-knotted-oushak","https://schema.org","ImageObject","BohoDecorfloorRugs","https://i.etsystatic.com/62924326/r/il/740781/7998093559/il_fullxfull.7998093559_sajh.jpg","May include: A rectangular brown runner rug with a central geometric design in a lighter shade of brown. The rug has a dark brown border and fringe on both ends. The rug is approximately 2.5 feet wide and 6 feet long.","https://i.etsystatic.com/62924326/r/il/740781/7998093559/il_340x270.7998093559_sajh.jpg"
"Used Ranch Rope/Lariat: Western Decor, 30-35 ft","15","USD",,"false","5","555","1698",,"MMRanchMercantile","2100","9","true","Craft Supplies & Tools",,,"532859403","https://www.etsy.com/listing/532859403/lariatrope","https://schema.org","ImageObject","MMRanchMercantile","https://i.etsystatic.com/15222322/r/il/8a4327/8024165987/il_fullxfull.8024165987_9dik.jpg","May include: Coiled rope hanging on a corrugated metal wall. The rope is a light beige color, with a darker gray section in the middle. A tassel hangs from the end of the rope. The rope is held by a rusty metal horseshoe.","https://i.etsystatic.com/15222322/r/il/8a4327/8024165987/il_340x270.8024165987_9dik.jpg"
"Personalized Birth Flower Necklace – Real Pressed Flower Jewelry, Meaningful Keepsake Pendant, Custom Birth Month Gift for Her","39.99","USD",,"false","5","109","1846",,"NThandmadeJewelry","29300","12","true","Jewelry < Necklaces < Pendant Necklaces",,,"4360415339","https://www.etsy.com/listing/4360415339/personalized-birth-flower-necklace-real","https://schema.org","ImageObject","NThandmadeJewelry","https://i.etsystatic.com/9268581/r/il/bd1f53/7581862347/il_fullxfull.7581862347_lxbw.jpg","Personalized Birth Flower Necklace, Custom Monthly Floral Jewelry, Gift for Birthdays, Anniversaries","https://i.etsystatic.com/9268581/c/2004/2004/0/0/il/bd1f53/7581862347/il_340x270.7581862347_lxbw.jpg"
"Marquise Moissanite Engagement Ring Vintage Moon Engagement Ring Women Rose Gold Three Stone Marquise Wedding Ring Celestial Promise Ring","471.75","USD","629","true","4.9","709","154",,"EternityStories","2300","5","true","Jewelry < Rings < Wedding & Engagement < Engagement Rings",,,"1335667544","https://www.etsy.com/listing/1335667544/marquise-moissanite-engagement-ring","https://schema.org","ImageObject","EternityStories","https://i.etsystatic.com/25535987/r/il/981bc9/4358866346/il_fullxfull.4358866346_lbpk.jpg","May include: A rose gold engagement ring with a marquise cut moissanite center stone and two crescent moon side stones. The ring is set on a delicate band.","https://i.etsystatic.com/25535987/c/892/709/49/167/il/981bc9/4358866346/il_340x270.4358866346_lbpk.jpg"
"Mixed Style Picture Frame Set, Wall & Tabletop Gallery Wall Frames for Decor, Eclectic Colorful Frame Collage Kit, Housewarming Gift","24.59","USD","40.98","true","4.8","425","2023",,"EvermereAtelier","4800",,"true","Home & Living < Home Decor < Picture Frames & Displays < Picture Frames",,,"4470098444","https://www.etsy.com/listing/4470098444/vintage-mixed-style-picture-frame-wall","https://schema.org","ImageObject","EvermereAtelier","https://i.etsystatic.com/61377993/r/il/241e86/7892404163/il_fullxfull.7892404163_9nu6.jpg","May include: A collection of framed art pieces in various shapes and sizes, mounted on a neutral wall. The frames feature diverse designs, including a round mirror, a scalloped green frame, and a square frame with a black border. The artwork depicts landscapes, still lifes, and abstract designs.","https://i.etsystatic.com/61377993/r/il/241e86/7892404163/il_340x270.7892404163_9nu6.jpg"
"Antique Oval Cut Green Sapphire Engagement Ring Yellow Gold Tulip Floral Ring Vintage Filigree Ring Natural Inspired Promise Rings For Her","549.83","USD","845.9","true","4.9","3135","91",,"SzekiStudio","14500","9","true","Jewelry < Rings < Wedding & Engagement < Engagement Rings",,,"4377959004","https://www.etsy.com/listing/4377959004/antique-oval-cut-green-sapphire","https://schema.org","ImageObject","SzekiStudio","https://i.etsystatic.com/15408855/r/il/1b2bbb/7288211637/il_fullxfull.7288211637_doma.jpg","May include: A gold ring featuring an oval, light green gemstone. The ring has an ornate filigree design on the band and small accent stones. The ring is set on a dark, textured surface.","https://i.etsystatic.com/15408855/c/813/813/78/85/il/1b2bbb/7288211637/il_340x270.7288211637_doma.jpg"
"90s Nostalgia Gift Box: Pencil Case with Trinkets, Candy and Activities","24","USD",,"false","5","51","1727",,"RiffRaffGifts","3600","3","true","Art & Collectibles < Collectibles < Memorabilia",,,"1720974192","https://www.etsy.com/listing/1720974192/90s-nostalgia-gift-box-pencil-case-with","https://schema.org","ImageObject","RiffRaffGifts","https://i.etsystatic.com/36796930/r/il/d0f10c/7193302808/il_fullxfull.7193302808_mwsw.jpg",,"https://i.etsystatic.com/36796930/r/il/d0f10c/7193302808/il_340x270.7193302808_mwsw.jpg"
"Marquise Lab Grown Diamond Ring, 14K Yellow Gold Vintage Engagement","469.01","USD","670.01","true","5","297","806",,"ElistaJewel","897","4","true","Jewelry < Rings < Wedding & Engagement < Engagement Rings",,,"4452910952","https://www.etsy.com/listing/4452910952/marquise-lab-grown-diamond-14k-solid","https://schema.org","ImageObject","ElistaJewel","https://i.etsystatic.com/33348247/r/il/427fe2/7974778700/il_fullxfull.7974778700_ql5f.jpg","Marquise Lab Grown Diamond 14K Solid Yellow Gold Vintage Engagement Ring","https://i.etsystatic.com/33348247/c/1462/1462/288/292/il/427fe2/7974778700/il_340x270.7974778700_ql5f.jpg"
"Handmade Pear Moonstone  925 Sterling Silver, engagement ring, anniversary gift, Gemstone Jewelry","27.19","USD","33.99","true","4.6","299","33798",,"Meghainternational5","8400","5","true","Jewelry < Rings < Statement Rings",,,"1229982396","https://www.etsy.com/listing/1229982396/beautiful-handmade-moonstone-ring-925","https://schema.org","ImageObject","Meghainternational5","https://i.etsystatic.com/29357215/r/il/953837/5095998337/il_fullxfull.5095998337_7h05.jpg","May include: A silver ring with a teardrop-shaped moonstone set in a delicate, intricate design.","https://i.etsystatic.com/29357215/r/il/953837/5095998337/il_340x270.5095998337_7h05.jpg"
"Personalized Retro Beach Towel: Custom Name, Vibrant Colors","7.54","USD","10.05","true","4.7","26688","29302",,"CustomCooper","186400","7","true","Home & Living < Bathroom < Beach Towels",,,"1455000520","https://www.etsy.com/listing/1455000520/personalized-retro-beach-towel-custom","https://schema.org","ImageObject","CustomCooper","https://i.etsystatic.com/20072328/r/il/c9c4d0/7067290266/il_fullxfull.7067290266_7xot.jpg","","https://i.etsystatic.com/20072328/r/il/c9c4d0/7067290266/il_340x270.7067290266_7xot.jpg"
"cote d&#39;ivoire shirt, Vintage shirt, Ivory Coast jersey, 1997 home jersey, Ivory Coast soccer jersey, Ivory Coast football shirt","37.99","USD",,"false","5","3","61",,"Castrolan","2000","5","true","Art & Collectibles < Collectibles < Memorabilia < Sports Collectibles < Collectible Jerseys",,,"4469231319","https://www.etsy.com/listing/4469231319/cote-divoire-shirt-vintage-shirt-ivory","https://schema.org","ImageObject","Castrolan","https://i.etsystatic.com/55004017/r/il/6ddc40/7835290289/il_fullxfull.7835290289_dpv5.jpg","May include: Orange short-sleeved jersey with a white collar and green and white diagonal design. The jersey has a repeating orange pattern and the &quot;Saillev&quot; logo. A crest with the letters &quot;F.I.F.&quot; is on the right chest.","https://i.etsystatic.com/55004017/r/il/6ddc40/7835290289/il_340x270.7835290289_dpv5.jpg"
"Vintage Gold Tone Square Pill Box Yellow Canary Bird Floral Mirror 2 Section","25","USD",,"false","5","1","4",,"Hilo77","3","5","true","Bags & Purses < Accessory Cases < Pill Boxes",,,"4521481660","https://www.etsy.com/listing/4521481660/vintage-gold-tone-square-pill-box-yellow","https://schema.org","ImageObject","Hilo77","https://i.etsystatic.com/39009031/r/il/41666e/8133351678/il_fullxfull.8133351678_8hqh.jpg","","https://i.etsystatic.com/39009031/r/il/41666e/8133351678/il_340x270.8133351678_8hqh.jpg"
"Vintage Nippon Hand Painted Japan Salt Pepper Shakers Cottage Landscape","9.99","USD",,"false","4.8","38","3",,"FreeLoveVintagee","121",,"true","Home & Living < Kitchen & Dining < Dining & Serving < Salt & Pepper Shakers",,,"4509727130","https://www.etsy.com/listing/4509727130/vintage-nippon-hand-painted-japan-salt","https://schema.org","ImageObject","FreeLoveVintagee","https://i.etsystatic.com/62520464/r/il/3f16d2/8097990035/il_fullxfull.8097990035_ic5d.jpg","","https://i.etsystatic.com/62520464/r/il/3f16d2/8097990035/il_340x270.8097990035_ic5d.jpg"
"Vintage Marquise Cut Moissanite Tulip Engagement Ring Yellow Gold Custom Engraved Ring Filigree Ring Cathedral Setting Promise Ring For Her","528.6","USD","881","true","4.9","3135","856",,"SzekiStudio","14500","9","true","Jewelry < Rings < Wedding & Engagement < Engagement Rings",,,"4422871119","https://www.etsy.com/listing/4422871119/vintage-marquise-cut-moissanite-tulip","https://schema.org","ImageObject","SzekiStudio","https://i.etsystatic.com/15408855/r/il/531a91/7500571580/il_fullxfull.7500571580_7ym0.jpg","May include: A gold ring featuring a pear-shaped center stone held by a floral-inspired setting. The band displays intricate engraved detailing along the sides, leading up to the stone which is secured by multiple prongs in a petal-like arrangement.","https://i.etsystatic.com/15408855/c/781/781/98/105/il/531a91/7500571580/il_340x270.7500571580_7ym0.jpg"
"Handmade Sterling Silver Star Ring: Chunky Statement Band jewelry","16.57","USD","66.26","true","4.6","31","2122",,"Veenajewellers","297",,"true","Jewelry < Rings < Bands",,,"4414190456","https://www.etsy.com/listing/4414190456/handmade-sterling-silver-star-ring","https://schema.org","ImageObject","Veenajewellers","https://i.etsystatic.com/60944137/r/il/b58742/8220167897/il_fullxfull.8220167897_eaoa.jpg",,"https://i.etsystatic.com/60944137/r/il/b58742/8220167897/il_340x270.8220167897_eaoa.jpg"
"2 CT Milgrain Vintage Oval Cut Moissanite Engagement Ring Anniversary Ring Wedding Ring Christmas Gift Proposal Ring Filigree Promise Ring","104.37","USD","139.16","true","4.4","42","195",,"DoreeJewel","170","3","true","Jewelry < Rings < Wedding & Engagement < Engagement Rings",,,"4400748555","https://www.etsy.com/listing/4400748555/2-ct-milgrain-vintage-oval-cut","https://schema.org","ImageObject","DoreeJewel","https://i.etsystatic.com/37915824/r/il/d2ca17/7417933417/il_fullxfull.7417933417_rgmn.jpg","May include: A gold ring featuring a large, oval-cut diamond center stone with a beaded bezel setting. Smaller accent diamonds cluster on one side of the ring, adding sparkle. The band is a smooth, polished gold.","https://i.etsystatic.com/37915824/c/1240/1240/181/371/il/d2ca17/7417933417/il_340x270.7417933417_rgmn.jpg"
"Vintage Oushak Hand-Knotted Rug, 8x10, 9x12, Green, Beige, Tan, Traditional Geometric Handmade Soft Wool Turkish Carpet, Home Decor Rug","100.52","USD","245.17","true","5","1","12",,"VintageRugHouseArt","23",,"true","Home & Living < Floor & Rugs < Rugs",,,"4499522904","https://www.etsy.com/listing/4499522904/vintage-oushak-hand-knotted-rug-8x10","https://schema.org","ImageObject","VintageRugHouseArt","https://i.etsystatic.com/65233381/r/il/ca48eb/8032418973/il_fullxfull.8032418973_rmc8.jpg","May include: A brown and tan patterned rug with geometric designs. The rug is rectangular and features a central medallion and border patterns. The rug is placed under a beige sofa and near a light-colored coffee table.","https://i.etsystatic.com/65233381/r/il/ca48eb/8032418973/il_340x270.8032418973_rmc8.jpg"
"Vintage Hand Carved Wedding Band 2mm Victorian Leaf Floral Engraved Solid Gold Couple Ring Set Men And Women Promise Ring Anniversary Gift","384.58","USD","469","true",,,"361",,"URTreasureBox","6000","6","true","Jewelry < Rings < Wedding & Engagement < Wedding Bands",,,"4471779114","https://www.etsy.com/listing/4471779114/vintage-hand-carved-wedding-band-2mm","https://schema.org","ImageObject","URTreasureBox","https://i.etsystatic.com/22713616/r/il/73271b/7804029650/il_fullxfull.7804029650_rwf4.jpg","May include: A gold band ring with an intricate floral pattern. The ring features a delicate design of leaves and flowers, with a beaded border. The ring is displayed in a green velvet ring box, showcasing its elegant details.","https://i.etsystatic.com/22713616/c/751/751/128/92/il/73271b/7804029650/il_340x270.7804029650_rwf4.jpg"
"Custom Locket Necklace with Birthstone, Personalized Photo Pendant, Engravable Memorial Jewelry, Anniversary Gift for Her, Keepsake Gift","23.99","USD","43.62","true","4.9","3134","18012",,"GoldenGlowStudioUS","22000","5","true","Jewelry < Necklaces < Lockets",,,"4388500108","https://www.etsy.com/listing/4388500108/custom-locket-necklace-with-birthstone","https://schema.org","ImageObject","GoldenGlowStudioUS","https://i.etsystatic.com/53422171/r/il/966186/7376098027/il_fullxfull.7376098027_fb0p.jpg","May include: A gold-colored rectangular locket necklace with a small green gemstone and a starburst design. The locket is open, revealing a small image. The necklace chain is delicate and gold-colored.","https://i.etsystatic.com/53422171/c/2608/2608/274/379/il/966186/7376098027/il_340x270.7376098027_fb0p.jpg"
